group_id,program_code,req_category,item_type,course_code,min_credits,max_credits,department_id,min_cgpa,notes
641,SCSPE0455,ENROLMENT,COURSE,MATA31H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
642,SCSPE0455,ENROLMENT,COURSE,CSCA67H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
643,SCSPE0455,ENROLMENT,MIN_CGPA,,,,,2.0,"To remain in the program, a student must maintain a CGPA of 2.0 or higher throughout the program."
644,SCSPE0795,ENROLMENT,COURSE,CSCA08H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
645,SCSPE0795,ENROLMENT,COURSE,CSCA48H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
646,SCSPE0795,ENROLMENT,COURSE,CSCA67H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
647,SCSPE0795,ENROLMENT,COURSE,MATA22H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
648,SCSPE0795,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
649,SCSPE0795,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
650,SCSPE0795,ENROLMENT,COURSE,CSCA48H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
651,SCSPE0795,ENROLMENT,COURSE,CSCA67H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
652,SCSPE0795,ENROLMENT,COURSE,MATA22H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
653,SCSPE0795,ENROLMENT,COURSE,MATA37H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
654,SCSPE0795,ENROLMENT,COURSE,CSCA48H3,,,,,b. A final grade of at least B in CSCA48H3; and
655,SCSPE0795,ENROLMENT,COURSE,CSCA67H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
656,SCSPE0795,ENROLMENT,COURSE,MATA22H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
657,SCSPE0795,ENROLMENT,COURSE,MATA37H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
658,SCSPE0795,ENROLMENT,COURSE,MATA31H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
659,SCSPE0795,ENROLMENT,COURSE,CSCA67H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
660,SCSPE0795,ENROLMENT,MIN_CGPA,,,,,2.0,"To remain in the program, a student must maintain a CGPA of 2.0 or higher throughout the program."
661,SCSPE1150,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Specialist Program in Conservation and Biodiversity after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics and with a minimum cumulative grade point average (CGPA) of at least 2.0."
662,SCSPE1150,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Specialist Program in Conservation and Biodiversity after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics and with a minimum cumulative grade point average (CGPA) of at least 2.0."
663,SCSPE1150,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Specialist Program in Conservation and Biodiversity after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics and with a minimum cumulative grade point average (CGPA) of at least 2.0."
664,SCSPE0133,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
665,SCSPE0133,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
666,SCSPE0133,ENROLMENT,COURSE,MATA34H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
667,SCSPE0133,ENROLMENT,COURSE,MGAB01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
668,SCSPE0133,ENROLMENT,COURSE,MGAB02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
669,SCSPE0133,ENROLMENT,COURSE,MGHA12H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
670,SCSPE0133,ENROLMENT,COURSE,MGMA01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
671,SCSPE0133,ENROLMENT,COURSE,MGTA38H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
672,SCSPE0133,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
673,SCSPE0133,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
674,SCSPE0133,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
675,SCSPE0133,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
676,SCSPE0133,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
677,SCSPE0133,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
678,SCSPE0133,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
679,SCSPE0133,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
680,SCSPE0133,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
